what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286147045513
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286147046600
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286147051118
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286147054739
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286147056132
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147058842
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147060073
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147064891
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147066995
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286147067021
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAutomatically",1286147068806
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147074051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147075464
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1286147095299
activated,view,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.views.LogCatView",1286147098509
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1286147794904
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286147794908
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286147795571
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286147798382
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286147803874
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286147805856
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286147813464
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147817725
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147819336
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147820809
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147822896
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286147856352
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286147857296
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286147861863
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147866332
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147868087
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147935477
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147936918
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286147968227
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286147972486
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286147972500
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286147972517
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286147972532
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147972781
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286147973897
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286147980340
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286147997440
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286147997698
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286148005014
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286148007983
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286148022567
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148053247
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148057355
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286148067523
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286148077052
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286148095636
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148101145
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148102943
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286148124220
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286148127132
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286148132776
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1286148137645
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1286148137649
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148137664
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148138779
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148141535
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148142865
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1286148161272
activated,view,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.views.LogCatView",1286148164475
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286148222418
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148223635
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148280959
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1286148281071
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286148281084
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1286148289895
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148293384
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148294559
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148299252
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286148301033
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1286148301101
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1286148308061
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1286148309219
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1286148309791
