what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319482701
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286319486660
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319496603
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.VariableView",1286319496665
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319501404
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286319502875
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286319506094
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319513047
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286319513060
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319516073
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319516493
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319519025
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286319522889
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319550193
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1286319553882
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319556496
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286319558467
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286319561284
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319645538
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1286319645547
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1286319645592
activated,view,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.views.LogCatView",1286319659254
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319684241
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319714006
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1286319769822
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286319769826
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286319771702
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286319775326
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286319775631
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1286319795936
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319805658
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319806898
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319812408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319813728
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1286319813779
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.VariableView",1286319820203
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286319855450
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1286319860716
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1286319862159
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319870874
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286319872077
